OrderID,Order_Date,CustomerID,Customer_Name,StockItemID,StockItem_Name,Quantity,UnitPrice,TaxRate,Line_Revenue,Tax_Amount,Transaction_Date
1312,1/25/2013,954,Nasrin Omidzadeh,164,32 mm Double sided bubble wrap 50m,10,112,15,1120,168,7/8/2015
10282,7/10/2013,863,Jakub Lukes,22,DBA joke mug - it depends (White),5,13,15,65,9.75,9/27/2014
44587,3/7/2015,401,Wingtip Toys (Head Office),193,Black and orange glass with care despatch tape 48mmx75m,24,3.7,15,88.8,13.32,3/28/2015
5062,4/10/2013,1,Tailspin Toys (Head Office),59,RC toy sedan car with remote control (Red) 1/50 scale,3,25,15,75,11.25,3/2/2013
58626,10/8/2015,1,Tailspin Toys (Head Office),189,Clear packaging tape 48mmx75m,156,2.9,15,452.4,67.86,5/10/2014
20853,1/27/2014,874,Daniel Martensson,134,Animal with big feet slippers (Brown) S,8,32,15,256,38.4,2/26/2016
42699,2/4/2015,897,Allan Mannik,36,Developer joke mug - when your hammer is C++ (White),3,13,15,39,5.85,11/11/2014
58068,9/29/2015,843,Marija Justina Pasek,94,"""The Gu"" red shirt XML tag t-shirt (Black) L",36,18,15,648,97.2,9/23/2015
52662,7/8/2015,1001,Dinh Mai,62,RC toy sedan car with remote control (Yellow) 1/50 scale,5,25,15,125,18.75,3/4/2016
8954,6/19/2013,981,Mahmut ozbek,176,Bubblewrap dispenser (Red) 1.5m,10,240,15,2400,360,10/6/2015
947,1/17/2013,906,Ajitaab Pakalapati,133,Furry gorilla with big eyes slippers (Black) XL,4,32,15,128,19.2,12/25/2015
8474,6/10/2013,1,Tailspin Toys (Head Office),188,3 kg Courier post bag (White) 300x190x95mm,150,0.66,15,99,14.85,4/23/2013
27356,5/21/2014,948,Richard Zahradnicek,55,IT joke mug - that behavior is by design (Black),9,13,15,117,17.55,9/22/2015
31210,7/21/2014,823,Francisca Laureano,120,Dinosaur battery-powered slippers (Green) L,3,32,15,96,14.4,9/19/2013
23554,3/15/2014,1,Tailspin Toys (Head Office),21,DBA joke mug - you might be a DBA if (Black),1,13,15,13,1.95,10/4/2013
54455,8/3/2015,1029,Veronika Necesana,124,Ogre battery-powered slippers (Green) L,2,32,15,64,9.6,8/11/2015
25324,4/17/2014,990,Andris Saulitis,25,DBA joke mug - I will get you in order (Black),9,13,15,117,17.55,4/27/2015
44330,3/3/2015,1,Tailspin Toys (Head Office),188,3 kg Courier post bag (White) 300x190x95mm,25,0.66,15,16.5,2.475,5/31/2013
14070,9/19/2013,967,Meera Patel,104,Alien officer hoodie (Black) 3XL,3,35,15,105,15.75,8/20/2013
53776,7/23/2015,950,Emily Whittle,24,DBA joke mug - I will get you in order (White),6,13,15,78,11.7,10/14/2015
12863,8/27/2013,982,Yves Belisle,98,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",108,18,15,1944,291.6,12/31/2014
34110,9/11/2014,401,Wingtip Toys (Head Office),71,Ride on toy sedan car (Yellow) 1/12 scale,2,230,15,460,69,1/8/2013
60984,11/13/2015,401,Wingtip Toys (Head Office),29,DBA joke mug - two types of DBAs (Black),7,13,15,91,13.65,4/11/2014
51352,6/17/2015,1022,Nadir Seddigh,213,Air cushion film 200mmx100mm 325m,6,87,15,522,78.3,12/23/2015
59732,10/23/2015,401,Wingtip Toys (Head Office),42,Developer joke mug - understanding recursion requires understanding recursion (White),6,13,15,78,11.7,10/24/2014
32098,8/5/2014,944,Ida Celma,43,Developer joke mug - understanding recursion requires understanding recursion (Black),3,13,15,39,5.85,3/22/2013
57465,9/21/2015,930,Shantanu Huq,49,Developer joke mug - this code was generated by a tool (Black),9,13,15,117,17.55,3/2/2016
15486,10/16/2013,401,Wingtip Toys (Head Office),214,Air cushion film 200mmx200mm 325m,2,90,15,180,27,5/22/2015
68860,3/22/2016,875,Philip Walker,227,White chocolate moon rocks 250g,48,8.55,10,410.4,41.04,2/13/2014
630,1/11/2013,875,Philip Walker,119,Dinosaur battery-powered slippers (Green) M,10,32,15,320,48,12/25/2013
26352,5/5/2014,401,Wingtip Toys (Head Office),66,RC big wheel monster truck with remote control (Black) 1/50 scale,10,45,15,450,67.5,9/12/2014
13180,9/3/2013,868,Laura Sykorova,153,Small sized bubblewrap roll 10m,80,4.5,15,360,54,7/28/2014
11057,7/23/2013,945,Hoc Tran,164,32 mm Double sided bubble wrap 50m,100,112,15,11200,1680,12/9/2014
4127,3/22/2013,806,Shi Tu,121,Dinosaur battery-powered slippers (Green) XL,8,32,15,256,38.4,7/2/2014
33611,9/2/2014,950,Emily Whittle,180,Shipping carton (Brown) 279x254x217mm,175,1.11,15,194.25,29.1375,7/23/2015
29382,6/23/2014,1,Tailspin Toys (Head Office),144,Halloween zombie mask (Light Brown) L,120,18,15,2160,324,3/25/2014
28030,6/2/2014,1023,Farzana Habibi,177,Shipping carton (Brown) 413x285x187mm,250,1.05,15,262.5,39.375,1/27/2016
11450,7/30/2013,401,Wingtip Toys (Head Office),109,Superhero action jacket (Blue) XS,2,25,15,50,7.5,12/31/2015
13419,9/6/2013,970,Isidora Urias,7,USB food flash drive - pizza slice,2,32,15,64,9.6,1/19/2013
23963,3/25/2014,1,Tailspin Toys (Head Office),10,USB food flash drive - chocolate bar,5,32,15,160,24,7/15/2014
42655,2/4/2015,1,Tailspin Toys (Head Office),38,Developer joke mug - inheritance is the OO way to become wealthy (White),5,13,15,65,9.75,6/8/2015
54213,7/30/2015,401,Wingtip Toys (Head Office),104,Alien officer hoodie (Black) 3XL,3,35,15,105,15.75,12/4/2015
60434,11/4/2015,1,Tailspin Toys (Head Office),6,USB food flash drive - hot dog,5,32,15,160,24,11/25/2015
52592,7/7/2015,401,Wingtip Toys (Head Office),63,RC toy sedan car with remote control (Pink) 1/50 scale,2,25,15,50,7.5,10/16/2014
70444,4/14/2016,401,Wingtip Toys (Head Office),99,"""The Gu"" red shirt XML tag t-shirt (Black) 5XL",12,18,15,216,32.4,1/9/2016
3697,3/15/2013,809,Madhu Dwivedi,96,"""The Gu"" red shirt XML tag t-shirt (Black) XXL",48,18,15,864,129.6,7/26/2014
62876,12/14/2015,852,Bhagavaan Atluri,173,32 mm Anti static bubble wrap (Blue) 50m,20,105,15,2100,315,5/2/2014
55692,8/24/2015,846,Malorie Bousquet,141,Furry animal socks (Pink) XL,24,5,15,120,18,5/21/2013
65401,1/22/2016,942,Chaayaadaevi Sonti,8,USB food flash drive - dim sum 10 drive variety pack,6,240,15,1440,216,7/25/2013
45430,3/20/2015,924,Eva Schulteisz,191,Black and orange fragile despatch tape 48mmx75m,144,3.7,15,532.8,79.92,3/21/2016
33406,8/28/2014,893,Leyla Asef zade,200,Black and yellow heavy despatch tape 48mmx100m,96,4.1,15,393.6,59.04,1/11/2016
49593,5/22/2015,830,Jana Fialova,33,Developer joke mug - that's a hardware problem (Black),8,13,15,104,15.6,9/17/2014
29413,6/23/2014,401,Wingtip Toys (Head Office),202,Red and white urgent  heavy despatch tape  48mmx100m,72,4.1,15,295.2,44.28,9/6/2013
5264,4/13/2013,1,Tailspin Toys (Head Office),196,Black and orange handle with care despatch tape  48mmx100m,192,4.1,15,787.2,118.08,10/4/2014
64552,1/8/2016,1037,David Jaramillo,211,Small 9mm replacement blades 9mm,50,4.1,15,205,30.75,9/1/2015
21574,2/7/2014,1,Tailspin Toys (Head Office),145,Halloween zombie mask (Light Brown) XL,12,18,15,216,32.4,10/30/2013
5062,4/10/2013,1,Tailspin Toys (Head Office),136,Animal with big feet slippers (Brown) L,8,32,15,256,38.4,4/22/2016
38015,11/17/2014,1,Tailspin Toys (Head Office),172,32 mm Anti static bubble wrap (Blue) 20m,20,48,15,960,144,5/3/2014
54969,8/11/2015,1,Tailspin Toys (Head Office),64,RC vintage American toy coupe with remote control (Red) 1/50 scale,9,30,15,270,40.5,2/17/2015
19170,12/26/2013,865,Bijoya Thakur,71,Ride on toy sedan car (Yellow) 1/12 scale,7,230,15,1610,241.5,10/30/2015
45321,3/19/2015,401,Wingtip Toys (Head Office),147,Halloween skull mask (Gray) M,120,18,15,2160,324,3/23/2013
59445,10/20/2015,1,Tailspin Toys (Head Office),100,"""The Gu"" red shirt XML tag t-shirt (Black) 6XL",120,18,15,2160,324,4/24/2013
19993,1/10/2014,992,Amarakumaar Gadiyaram,66,RC big wheel monster truck with remote control (Black) 1/50 scale,5,45,15,225,33.75,9/12/2015
21710,2/10/2014,401,Wingtip Toys (Head Office),157,10 mm Double sided bubble wrap 20m,90,30,15,2700,405,11/4/2014
44907,3/12/2015,401,Wingtip Toys (Head Office),205,Tape dispenser (Blue),100,32,15,3200,480,10/28/2013
65550,1/25/2016,877,Leyla Siavashi,143,Halloween zombie mask (Light Brown) M,60,18,15,1080,162,5/2/2014
59481,10/21/2015,958,Valentin Tirlea,124,Ogre battery-powered slippers (Green) L,3,32,15,96,14.4,11/26/2014
54701,8/6/2015,1,Tailspin Toys (Head Office),25,DBA joke mug - I will get you in order (Black),8,13,15,104,15.6,7/14/2014
54364,7/31/2015,894,Gabriela Hernandes,60,RC toy sedan car with remote control (Blue) 1/50 scale,2,25,15,50,7.5,8/1/2015
57404,9/18/2015,1,Tailspin Toys (Head Office),181,Shipping carton (Brown) 356x229x229mm,25,1.14,15,28.5,4.275,4/20/2015
45321,3/19/2015,401,Wingtip Toys (Head Office),68,Ride on toy sedan car (Red) 1/12 scale,8,230,15,1840,276,6/10/2013
62353,12/5/2015,1029,Veronika Necesana,60,RC toy sedan car with remote control (Blue) 1/50 scale,7,25,15,175,26.25,5/25/2016
12945,8/28/2013,858,Bimla PrabhupÄda,77,"""The Gu"" red shirt XML tag t-shirt (White) XXS",72,18,15,1296,194.4,10/4/2013
46842,4/11/2015,847,Kristiina Ivanov,173,32 mm Anti static bubble wrap (Blue) 50m,10,105,15,1050,157.5,6/21/2014
38637,11/27/2014,401,Wingtip Toys (Head Office),133,Furry gorilla with big eyes slippers (Black) XL,9,32,15,288,43.2,10/28/2015
72407,5/13/2016,401,Wingtip Toys (Head Office),176,Bubblewrap dispenser (Red) 1.5m,9,240,15,2160,324,1/10/2013
45135,3/16/2015,998,Mahavir Sonkar,28,DBA joke mug - two types of DBAs (White),10,13,15,130,19.5,1/4/2016
19597,1/3/2014,1,Tailspin Toys (Head Office),203,Tape dispenser (Black),50,32,15,1600,240,5/2/2013
3100,3/6/2013,401,Wingtip Toys (Head Office),23,DBA joke mug - it depends (Black),10,13,15,130,19.5,7/10/2013
39865,12/19/2014,1,Tailspin Toys (Head Office),211,Small 9mm replacement blades 9mm,100,4.1,15,410,61.5,10/14/2015
31111,7/18/2014,401,Wingtip Toys (Head Office),207,Permanent marker blue 5mm nib (Blue) 5mm,60,2.7,15,162,24.3,7/22/2013
17963,12/2/2013,401,Wingtip Toys (Head Office),86,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",60,18,15,1080,162,9/3/2015
67633,3/1/2016,401,Wingtip Toys (Head Office),141,Furry animal socks (Pink) XL,96,5,15,480,72,4/25/2016
36745,10/28/2014,901,Adrian Andreasson,94,"""The Gu"" red shirt XML tag t-shirt (Black) L",84,18,15,1512,226.8,6/11/2014
33341,8/27/2014,401,Wingtip Toys (Head Office),60,RC toy sedan car with remote control (Blue) 1/50 scale,6,25,15,150,22.5,10/31/2014
34418,9/17/2014,906,Ajitaab Pakalapati,83,"""The Gu"" red shirt XML tag t-shirt (White) XXL",72,18,15,1296,194.4,5/22/2013
29782,6/27/2014,401,Wingtip Toys (Head Office),149,Halloween skull mask (Gray) XL,36,18,15,648,97.2,4/1/2014
9066,6/20/2013,886,Debbie Molina,173,32 mm Anti static bubble wrap (Blue) 50m,30,105,15,3150,472.5,5/6/2015
4385,3/27/2013,878,Miriam House,150,Pack of 12 action figures (variety),3,16,15,48,7.2,3/8/2013
64415,1/7/2016,401,Wingtip Toys (Head Office),21,DBA joke mug - you might be a DBA if (Black),7,13,15,91,13.65,8/26/2014
3351,3/9/2013,872,Katerina Hadrabova,56,IT joke mug - hardware: part of the computer that can be kicked (White),8,13,15,104,15.6,9/9/2015
49843,5/27/2015,1,Tailspin Toys (Head Office),114,Superhero action jacket (Blue) XXL,2,30,15,60,9,10/4/2013
63334,12/22/2015,401,Wingtip Toys (Head Office),32,Developer joke mug - that's a hardware problem (White),9,13,15,117,17.55,5/11/2016
20742,1/24/2014,1,Tailspin Toys (Head Office),200,Black and yellow heavy despatch tape 48mmx100m,168,4.1,15,688.8,103.32,10/21/2015
64082,1/4/2016,854,Daakshaayaani Kommineni,180,Shipping carton (Brown) 279x254x217mm,200,1.11,15,222,33.3,2/23/2013
52599,7/7/2015,975,Prabodh Nair,99,"""The Gu"" red shirt XML tag t-shirt (Black) 5XL",84,18,15,1512,226.8,8/18/2015
23124,3/7/2014,964,Ingrida Zeltina,6,USB food flash drive - hot dog,9,32,15,288,43.2,7/21/2014
5044,4/10/2013,876,Marie LeBatelier,196,Black and orange handle with care despatch tape  48mmx100m,216,4.1,15,885.6,132.84,2/16/2013
18665,12/17/2013,1,Tailspin Toys (Head Office),175,Bubblewrap dispenser (Blue) 1.5m,4,240,15,960,144,10/2/2013
45321,3/19/2015,401,Wingtip Toys (Head Office),147,Halloween skull mask (Gray) M,120,18,15,2160,324,5/10/2016
43796,2/24/2015,815,Libuse Valentova,173,32 mm Anti static bubble wrap (Blue) 50m,40,105,15,4200,630,9/24/2015
51487,6/19/2015,1,Tailspin Toys (Head Office),145,Halloween zombie mask (Light Brown) XL,120,18,15,2160,324,1/7/2014
58300,10/2/2015,401,Wingtip Toys (Head Office),4,USB food flash drive - sushi roll,4,32,15,128,19.2,7/23/2015
71128,4/26/2016,1,Tailspin Toys (Head Office),138,Furry animal socks (Pink) S,84,5,15,420,63,6/21/2013
71165,4/26/2016,926,Richard Friar,189,Clear packaging tape 48mmx75m,182,2.9,15,527.8,79.17,2/19/2014
65109,1/18/2016,1,Tailspin Toys (Head Office),208,Permanent marker red 5mm nib (Red) 5mm,84,2.7,15,226.8,34.02,10/21/2014
45903,3/27/2015,986,Neil Farrelly,162,32 mm Double sided bubble wrap 10m,30,22,15,660,99,9/10/2015
61551,11/23/2015,401,Wingtip Toys (Head Office),37,Developer joke mug - when your hammer is C++ (Black),8,13,15,104,15.6,9/12/2014
43171,2/12/2015,835,Dominic Davignon,107,Superhero action jacket (Blue) 3XS,5,25,15,125,18.75,4/8/2014
69699,4/4/2016,1010,Serdar ozCelik,97,"""The Gu"" red shirt XML tag t-shirt (Black) 3XL",12,18,15,216,32.4,11/5/2014
69827,4/6/2016,875,Philip Walker,100,"""The Gu"" red shirt XML tag t-shirt (Black) 6XL",36,18,15,648,97.2,1/13/2016
67461,2/26/2016,938,Anna Gyarmathi,131,Furry gorilla with big eyes slippers (Black) M,6,32,15,192,28.8,1/5/2015
11366,7/29/2013,1,Tailspin Toys (Head Office),2,USB rocket launcher (Gray),7,25,15,175,26.25,4/13/2016
54176,7/29/2015,907,Eugen Agafitei,110,Superhero action jacket (Blue) S,9,25,15,225,33.75,8/6/2013
18625,12/16/2013,921,Victoria Lacusta,218,Void fill 300 L bag (White) 300L,80,37.5,15,3000,450,11/20/2013
31793,7/30/2014,969,Staffan Persson,48,Developer joke mug - this code was generated by a tool (White),6,13,15,78,11.7,5/29/2014
12365,8/16/2013,867,Jasna Cerkez,193,Black and orange glass with care despatch tape 48mmx75m,24,3.7,15,88.8,13.32,2/2/2013
57431,9/19/2015,937,Manca Hrastovsek,56,IT joke mug - hardware: part of the computer that can be kicked (White),1,13,15,13,1.95,11/25/2014
42476,2/2/2015,843,Marija Justina Pasek,32,Developer joke mug - that's a hardware problem (White),9,13,15,117,17.55,6/25/2014
33450,8/29/2014,401,Wingtip Toys (Head Office),160,20 mm Double sided bubble wrap 20m,80,33,15,2640,396,6/19/2014
40151,12/24/2014,1,Tailspin Toys (Head Office),121,Dinosaur battery-powered slippers (Green) XL,3,32,15,96,14.4,7/24/2014
67508,2/29/2016,938,Anna Gyarmathi,23,DBA joke mug - it depends (Black),1,13,15,13,1.95,5/24/2013
15684,10/21/2013,931,Nada Jovanovic,175,Bubblewrap dispenser (Blue) 1.5m,5,240,15,1200,180,1/15/2013
67633,3/1/2016,401,Wingtip Toys (Head Office),169,20 mm Anti static bubble wrap (Blue) 20m,70,45,15,3150,472.5,4/30/2016
45179,3/17/2015,904,Olafs Rozitis,141,Furry animal socks (Pink) XL,96,5,15,480,72,4/20/2016
10856,7/19/2013,401,Wingtip Toys (Head Office),90,"""The Gu"" red shirt XML tag t-shirt (Black) XXS",120,18,15,2160,324,6/24/2014
18276,12/7/2013,968,Anca Gogean,118,Dinosaur battery-powered slippers (Green) S,2,32,15,64,9.6,6/11/2013
13220,9/4/2013,838,Pavel Bogdanov,116,Superhero action jacket (Blue) 4XL,9,34,15,306,45.9,12/24/2013
47302,4/17/2015,895,Geza Roman,15,USB food flash drive - dessert 10 drive variety pack,5,240,15,1200,180,4/3/2015
21757,2/11/2014,884,Anindya Ghatak,72,Ride on toy sedan car (Pink) 1/12 scale,5,230,15,1150,172.5,2/25/2014
65420,1/22/2016,948,Richard Zahradnicek,130,Furry gorilla with big eyes slippers (Black) S,10,32,15,320,48,4/15/2016
33341,8/27/2014,401,Wingtip Toys (Head Office),38,Developer joke mug - inheritance is the OO way to become wealthy (White),7,13,15,91,13.65,4/27/2015
44330,3/3/2015,1,Tailspin Toys (Head Office),74,Ride on vintage American toy coupe (Black) 1/12 scale,9,285,15,2565,384.75,3/22/2016
6622,5/8/2013,401,Wingtip Toys (Head Office),190,Clear packaging tape 48mmx100m,80,3.5,15,280,42,2/12/2015
46145,4/2/2015,1,Tailspin Toys (Head Office),175,Bubblewrap dispenser (Blue) 1.5m,9,240,15,2160,324,6/6/2015
36584,10/24/2014,401,Wingtip Toys (Head Office),168,20 mm Anti static bubble wrap (Blue) 10m,70,29,15,2030,304.5,10/20/2014
71296,4/28/2016,1,Tailspin Toys (Head Office),66,RC big wheel monster truck with remote control (Black) 1/50 scale,9,45,15,405,60.75,10/14/2015
72407,5/13/2016,401,Wingtip Toys (Head Office),26,DBA joke mug - SELECT caffeine FROM mug (White),5,13,15,65,9.75,12/18/2014
29096,6/17/2014,1029,Veronika Necesana,16,DBA joke mug - mind if I join you? (White),8,13,15,104,15.6,6/17/2014
32163,8/6/2014,401,Wingtip Toys (Head Office),118,Dinosaur battery-powered slippers (Green) S,3,32,15,96,14.4,5/9/2016
3209,3/7/2013,848,Alvin Bollinger,149,Halloween skull mask (Gray) XL,72,18,15,1296,194.4,8/13/2013
431,1/8/2013,860,Marcela Lucescu,68,Ride on toy sedan car (Red) 1/12 scale,10,230,15,2300,345,9/27/2015
30845,7/15/2014,1,Tailspin Toys (Head Office),149,Halloween skull mask (Gray) XL,24,18,15,432,64.8,8/25/2014
36273,10/20/2014,980,Om Yadav,120,Dinosaur battery-powered slippers (Green) L,8,32,15,256,38.4,4/19/2013
71580,5/2/2016,846,Malorie Bousquet,62,RC toy sedan car with remote control (Yellow) 1/50 scale,9,25,15,225,33.75,10/2/2013
21730,2/11/2014,935,Daevasree Samavedam,92,"""The Gu"" red shirt XML tag t-shirt (Black) S",12,18,15,216,32.4,12/16/2014
43141,2/12/2015,920,Gayatri Gajula,108,Superhero action jacket (Blue) XXS,3,25,15,75,11.25,3/26/2016
22346,2/21/2014,401,Wingtip Toys (Head Office),126,Plush shark slippers (Gray) S,2,32,15,64,9.6,11/11/2014
43866,2/24/2015,825,Jayanta Thakur,5,USB food flash drive - hamburger,10,32,15,320,48,2/19/2013
49843,5/27/2015,1,Tailspin Toys (Head Office),191,Black and orange fragile despatch tape 48mmx75m,252,3.7,15,932.4,139.86,6/19/2013
4581,4/1/2013,1,Tailspin Toys (Head Office),60,RC toy sedan car with remote control (Blue) 1/50 scale,8,25,15,200,30,10/10/2015
34110,9/11/2014,401,Wingtip Toys (Head Office),53,IT joke mug - keyboard not found … press F1 to continue (Black),6,13,15,78,11.7,3/14/2014
35991,10/15/2014,1,Tailspin Toys (Head Office),185,Shipping carton (Brown) 356x356x279mm,150,2.04,15,306,45.9,4/6/2013
38656,11/28/2014,401,Wingtip Toys (Head Office),45,Developer joke mug - there are 10 types of people in the world (Black),9,13,15,117,17.55,2/18/2013
29382,6/23/2014,1,Tailspin Toys (Head Office),157,10 mm Double sided bubble wrap 20m,90,30,15,2700,405,10/15/2015
339,1/7/2013,991,Valter Viiding,138,Furry animal socks (Pink) S,96,5,15,480,72,8/9/2014
33154,8/23/2014,401,Wingtip Toys (Head Office),37,Developer joke mug - when your hammer is C++ (Black),5,13,15,65,9.75,9/30/2015
14016,9/18/2013,815,Libuse Valentova,59,RC toy sedan car with remote control (Red) 1/50 scale,2,25,15,50,7.5,7/11/2014
33819,9/5/2014,856,Satish Mittal,167,10 mm Anti static bubble wrap (Blue) 50m,20,99,15,1980,297,3/9/2016
494,1/9/2013,401,Wingtip Toys (Head Office),216,Void fill 100 L bag (White) 100L,10,12.5,15,125,18.75,1/21/2015
5063,4/10/2013,1,Tailspin Toys (Head Office),60,RC toy sedan car with remote control (Blue) 1/50 scale,9,25,15,225,33.75,12/2/2014
8730,6/14/2013,1,Tailspin Toys (Head Office),123,Ogre battery-powered slippers (Green) M,10,32,15,320,48,12/12/2014
6046,4/27/2013,843,Marija Justina Pasek,132,Furry gorilla with big eyes slippers (Black) L,3,32,15,96,14.4,4/4/2013
57644,9/22/2015,808,Jackson Kolios,194,Black and orange glass with care despatch tape  48mmx100m,96,4.1,15,393.6,59.04,11/25/2015
32193,8/7/2014,401,Wingtip Toys (Head Office),111,Superhero action jacket (Blue) M,1,30,15,30,4.5,3/14/2016
51219,6/16/2015,1,Tailspin Toys (Head Office),162,32 mm Double sided bubble wrap 10m,60,22,15,1320,198,12/19/2014
17909,12/2/2013,401,Wingtip Toys (Head Office),142,Halloween zombie mask (Light Brown) S,120,18,15,2160,324,12/15/2015
46145,4/2/2015,1,Tailspin Toys (Head Office),175,Bubblewrap dispenser (Blue) 1.5m,9,240,15,2160,324,7/7/2015
62054,12/1/2015,1,Tailspin Toys (Head Office),35,Developer joke mug - fun was unexpected at this time (Black),4,13,15,52,7.8,7/27/2015
25307,4/17/2014,401,Wingtip Toys (Head Office),165,10 mm Anti static bubble wrap (Blue) 10m,60,26,15,1560,234,3/4/2015
31862,7/31/2014,984,Kamala Nishad,63,RC toy sedan car with remote control (Pink) 1/50 scale,10,25,15,250,37.5,3/16/2015
40171,12/24/2014,819,Santiago Vera,107,Superhero action jacket (Blue) 3XS,8,25,15,200,30,3/16/2014
23554,3/15/2014,1,Tailspin Toys (Head Office),200,Black and yellow heavy despatch tape 48mmx100m,96,4.1,15,393.6,59.04,7/3/2014
65109,1/18/2016,1,Tailspin Toys (Head Office),108,Superhero action jacket (Blue) XXS,3,25,15,75,11.25,5/15/2014
55124,8/13/2015,1013,Annette  Hetu,61,RC toy sedan car with remote control (Green) 1/50 scale,5,25,15,125,18.75,10/31/2014
52731,7/9/2015,860,Marcela Lucescu,125,Ogre battery-powered slippers (Green) XL,7,32,15,224,33.6,2/9/2016
46295,4/3/2015,808,Jackson Kolios,16,DBA joke mug - mind if I join you? (White),5,13,15,65,9.75,10/7/2015
11152,7/24/2013,835,Dominic Davignon,51,Developer joke mug - old C developers never die (Black),9,13,15,117,17.55,4/7/2014
58878,10/12/2015,822,Suparna Bhattacharya,158,10 mm Double sided bubble wrap 50m,100,105,15,10500,1575,6/29/2014
11811,8/6/2013,1,Tailspin Toys (Head Office),107,Superhero action jacket (Blue) 3XS,3,25,15,75,11.25,1/22/2016
65924,2/1/2016,941,Bishwa Chatterjee,208,Permanent marker red 5mm nib (Red) 5mm,36,2.7,15,97.2,14.58,8/17/2013
37477,11/6/2014,1,Tailspin Toys (Head Office),105,Alien officer hoodie (Black) 4XL,7,35,15,245,36.75,2/26/2014
21495,2/6/2014,401,Wingtip Toys (Head Office),27,DBA joke mug - SELECT caffeine FROM mug (Black),2,13,15,26,3.9,7/30/2014
16584,11/6/2013,940,Lorin Astrom,23,DBA joke mug - it depends (Black),2,13,15,26,3.9,11/18/2013
11450,7/30/2013,401,Wingtip Toys (Head Office),47,Developer joke mug - a foo walks into a bar (Black),8,13,15,104,15.6,1/31/2013
56254,9/2/2015,859,Shah Alizadeh,10,USB food flash drive - chocolate bar,8,32,15,256,38.4,6/28/2013
26352,5/5/2014,401,Wingtip Toys (Head Office),164,32 mm Double sided bubble wrap 50m,40,112,15,4480,672,4/4/2013
58443,10/5/2015,970,Isidora Urias,78,"""The Gu"" red shirt XML tag t-shirt (White) XS",120,18,15,2160,324,1/7/2015
56609,9/7/2015,981,Mahmut ozbek,27,DBA joke mug - SELECT caffeine FROM mug (Black),7,13,15,91,13.65,8/28/2014
33450,8/29/2014,401,Wingtip Toys (Head Office),160,20 mm Double sided bubble wrap 20m,80,33,15,2640,396,9/30/2014
72164,5/10/2016,401,Wingtip Toys (Head Office),115,Superhero action jacket (Blue) 3XL,7,34,15,238,35.7,11/22/2014
61627,11/23/2015,1,Tailspin Toys (Head Office),22,DBA joke mug - it depends (White),5,13,15,65,9.75,12/11/2014
45321,3/19/2015,401,Wingtip Toys (Head Office),12,USB food flash drive - donut,1,32,15,32,4.8,1/7/2013
38993,12/5/2014,401,Wingtip Toys (Head Office),43,Developer joke mug - understanding recursion requires understanding recursion (Black),5,13,15,65,9.75,9/7/2015
59879,10/27/2015,969,Staffan Persson,18,DBA joke mug - daaaaaa-ta (White),7,13,15,91,13.65,3/13/2014
34105,9/11/2014,891,Taneli Riutta,164,32 mm Double sided bubble wrap 50m,50,112,15,5600,840,5/6/2014
20356,1/17/2014,870,In-Su Bae,161,20 mm Double sided bubble wrap 50m,90,108,15,9720,1458,11/9/2014
42577,2/3/2015,401,Wingtip Toys (Head Office),192,Black and orange fragile despatch tape 48mmx100m,144,4.1,15,590.4,88.56,4/15/2016
46145,4/2/2015,1,Tailspin Toys (Head Office),175,Bubblewrap dispenser (Blue) 1.5m,9,240,15,2160,324,10/12/2013
46796,4/10/2015,937,Manca Hrastovsek,57,IT joke mug - hardware: part of the computer that can be kicked (Black),4,13,15,52,7.8,3/30/2013
11811,8/6/2013,1,Tailspin Toys (Head Office),107,Superhero action jacket (Blue) 3XS,3,25,15,75,11.25,1/23/2014
22674,2/27/2014,823,Francisca Laureano,84,"""The Gu"" red shirt XML tag t-shirt (White) 3XL",72,18,15,1296,194.4,11/18/2015
45129,3/16/2015,988,Maksims Krastins,13,USB food flash drive - shrimp cocktail,9,32,15,288,43.2,9/26/2014
14253,9/23/2013,401,Wingtip Toys (Head Office),197,Black and orange this way up despatch tape 48mmx75m,96,3.7,15,355.2,53.28,10/23/2015
48450,5/5/2015,975,Prabodh Nair,40,"Developer joke mug - (hip, hip, array) (White)",3,13,15,39,5.85,1/1/2014
21482,2/6/2014,950,Emily Whittle,58,RC toy sedan car with remote control (Black) 1/50 scale,6,25,15,150,22.5,5/3/2013
54701,8/6/2015,1,Tailspin Toys (Head Office),39,Developer joke mug - inheritance is the OO way to become wealthy (Black),8,13,15,104,15.6,5/29/2015
34161,9/12/2014,809,Madhu Dwivedi,48,Developer joke mug - this code was generated by a tool (White),5,13,15,65,9.75,6/26/2015
18665,12/17/2013,1,Tailspin Toys (Head Office),101,"""The Gu"" red shirt XML tag t-shirt (Black) 7XL",24,18,15,432,64.8,6/27/2013
32117,8/5/2014,401,Wingtip Toys (Head Office),53,IT joke mug - keyboard not found … press F1 to continue (Black),2,13,15,26,3.9,6/19/2015
25638,4/23/2014,807,Gunnar Lohmus,1,USB missile launcher (Green),8,25,15,200,30,5/21/2013
48596,5/7/2015,884,Anindya Ghatak,125,Ogre battery-powered slippers (Green) XL,1,32,15,32,4.8,1/23/2013
